Station Pair ID,From Name,From Address,To Name,To Address,Distance in Miles
1155,"Montgomery St. Station","598 Market Street, San Francisco, CA 94104","South Hayward Station","28601 Dixon Street, Hayward, CA 94544",27.83
1156,"Montgomery St. Station","598 Market Street, San Francisco, CA 94104","South San Francisco Station","1333 Mission Road, South San Francisco, CA 94080",12.55
1157,"Montgomery St. Station","598 Market Street, San Francisco, CA 94104","Union City Station","10 Union Square, Union City, CA 94587",31.21
1158,"Montgomery St. Station","598 Market Street, San Francisco, CA 94104","Walnut Creek Station","200 Ygnacio Valley Road, Walnut Creek, CA 94596",22.79
1159,"Montgomery St. Station","598 Market Street, San Francisco, CA 94104","West DublinPleasanton Station","6501 Golden Gate Drive, Dublin, CA 94568",33.29
1160,"Montgomery St. Station","598 Market Street, San Francisco, CA 94104","West Oakland Station","1451 7th Street, Oakland, CA 94607",8.75
1161,"North Berkeley Station","1750 Sacramento Street, Berkeley, CA 94702","12th St. Oakland City Center Station","1245 Broadway, Oakland, CA 94612",7.6
1162,"North Berkeley Station","1750 Sacramento Street, Berkeley, CA 94702","16th St. Mission Station","2000 Mission Street, San Francisco, CA 94110",13.58
1163,"North Berkeley Station","1750 Sacramento Street, Berkeley, CA 94702","19th St. Oakland Station","1900 Broadway, Oakland, CA 94612",7.07
1164,"North Berkeley Station","1750 Sacramento Street, Berkeley, CA 94702","24th St. Mission Station","2800 Mission Street, San Francisco, CA 94110",14.72
1165,"North Berkeley Station","1750 Sacramento Street, Berkeley, CA 94702","Ashby Station","3100 Adeline Street, Berkeley, CA 94703",2.06
1166,"North Berkeley Station","1750 Sacramento Street, Berkeley, CA 94702","Balboa Park Station","401 Geneva Avenue, San Francisco, CA 94112",17.33
1167,"North Berkeley Station","1750 Sacramento Street, Berkeley, CA 94702","Bay Fair Station","15242 Hesperian Blvd., San Leandro, CA 94578",19.53
1168,"North Berkeley Station","1750 Sacramento Street, Berkeley, CA 94702","Castro Valley Station","3301 Norbridge Dr., Castro Valley, CA 94546",21.74
1169,"North Berkeley Station","1750 Sacramento Street, Berkeley, CA 94702","Civic CenterUN Plaza Station","1150 Market Street, San Francisco, CA 94102",12.29
1170,"North Berkeley Station","1750 Sacramento Street, Berkeley, CA 94702","ColiseumOakland Airport Station","7200 San Leandro St., Oakland, CA 94621",13.93
1171,"North Berkeley Station","1750 Sacramento Street, Berkeley, CA 94702","Colma Station","365 D Street, Colma, CA 94014",20.3
1172,"North Berkeley Station","1750 Sacramento Street, Berkeley, CA 94702","Concord Station","1451 Oakland Avenue, Concord, CA 94520",22.03
1173,"North Berkeley Station","1750 Sacramento Street, Berkeley, CA 94702","Daly City Station","500 John Daly Blvd., Daly City, CA 94014",19.37
1174,"North Berkeley Station","1750 Sacramento Street, Berkeley, CA 94702","Downtown Berkeley Station","2160 Shattuck Avenue, Berkeley, CA 94704",1.13
1175,"North Berkeley Station","1750 Sacramento Street, Berkeley, CA 94702","DublinPleasanton Station","5801 Owens Dr., Pleasanton, CA 94588",31.7
1176,"North Berkeley Station","1750 Sacramento Street, Berkeley, CA 94702","El Cerrito del Norte Station","6400 Cutting Blvd., El Cerrito, CA 94530",6.01
1177,"North Berkeley Station","1750 Sacramento Street, Berkeley, CA 94702","El Cerrito Plaza Station","6699 Fairmount Avenue, El Cerrito, CA 94530",3.38
1178,"North Berkeley Station","1750 Sacramento Street, Berkeley, CA 94702","Embarcadero Station","298 Market Street, San Francisco, CA 94111",11.55
1179,"North Berkeley Station","1750 Sacramento Street, Berkeley, CA 94702","Fremont Station","2000 BART Way, Fremont, CA 94536",34.98
1180,"North Berkeley Station","1750 Sacramento Street, Berkeley, CA 94702","Fruitvale Station","3401 East 12th Street, Oakland, CA 94601",11.64
1181,"North Berkeley Station","1750 Sacramento Street, Berkeley, CA 94702","Glen Park Station","2901 Diamond Street, San Francisco, CA 94131",16.46
1182,"North Berkeley Station","1750 Sacramento Street, Berkeley, CA 94702","Hayward Station","699 'B' Street, Hayward, CA 94541",22.18
1183,"North Berkeley Station","1750 Sacramento Street, Berkeley, CA 94702","Lafayette Station","3601 Deer Hill Road, Lafayette, CA 94549",12.95
1184,"North Berkeley Station","1750 Sacramento Street, Berkeley, CA 94702","Lake Merritt Station","800 Madison Street, Oakland, CA 94607",8.52
1185,"North Berkeley Station","1750 Sacramento Street, Berkeley, CA 94702","MacArthur Station","555 40th Street, Oakland, CA 94609",3.54
1186,"North Berkeley Station","1750 Sacramento Street, Berkeley, CA 94702","Millbrae Station","200 North Rollins Road, Millbrae, CA 94030",25.05
1187,"North Berkeley Station","1750 Sacramento Street, Berkeley, CA 94702","Montgomery St. Station","598 Market Street, San Francisco, CA 94104",12.02
1188,"North Berkeley Station","1750 Sacramento Street, Berkeley, CA 94702","North ConcordMartinez Station","3700 Port Chicago Highway, Concord, CA 94520",29.15
1189,"North Berkeley Station","1750 Sacramento Street, Berkeley, CA 94702","Orinda Station","11 Camino Pablo, Orinda, CA 94563",9.24
1190,"North Berkeley Station","1750 Sacramento Street, Berkeley, CA 94702","PittsburgBay Point Station","1700 West Leland Road, Pittsburg, CA 94565",33.62
1191,"North Berkeley Station","1750 Sacramento Street, Berkeley, CA 94702","Pleasant HillContra Costa Centre Station","1365 Treat Blvd., Walnut Creek, CA 94597",17.82
1192,"North Berkeley Station","1750 Sacramento Street, Berkeley, CA 94702","Powell St. Station","899 Market Street, San Francisco, CA 94102",12.01
1193,"North Berkeley Station","1750 Sacramento Street, Berkeley, CA 94702","Richmond Station","1700 Nevin Avenue, Richmond, CA 94801",7.56
1194,"North Berkeley Station","1750 Sacramento Street, Berkeley, CA 94702","Rockridge Station","5660 College Avenue, Oakland, CA 94618",3.77
1195,"North Berkeley Station","1750 Sacramento Street, Berkeley, CA 94702","San Bruno Station","1151 Huntington Avenue, San Bruno, CA 94066",23.62
1196,"North Berkeley Station","1750 Sacramento Street, Berkeley, CA 94702","San Francisco Int'l Airport Station","International Terminal, Level 3, San Francisco Int'l Airport, CA 94128",24.52
1197,"North Berkeley Station","1750 Sacramento Street, Berkeley, CA 94702","San Leandro Station","1401 San Leandro Blvd., San Leandro, CA 94577",17.07
1198,"North Berkeley Station","1750 Sacramento Street, Berkeley, CA 94702","South Hayward Station","28601 Dixon Street, Hayward, CA 94544",25.84
1199,"North Berkeley Station","1750 Sacramento Street, Berkeley, CA 94702","South San Francisco Station","1333 Mission Road, South San Francisco, CA 94080",22.95
1200,"North Berkeley Station","1750 Sacramento Street, Berkeley, CA 94702","Union City Station","10 Union Square, Union City, CA 94587",29.22
1201,"North Berkeley Station","1750 Sacramento Street, Berkeley, CA 94702","Walnut Creek Station","200 Ygnacio Valley Road, Walnut Creek, CA 94596",16.15
1202,"North Berkeley Station","1750 Sacramento Street, Berkeley, CA 94702","West DublinPleasanton Station","6501 Golden Gate Drive, Dublin, CA 94568",30.51
1203,"North Berkeley Station","1750 Sacramento Street, Berkeley, CA 94702","West Oakland Station","1451 7th Street, Oakland, CA 94607",6.61
1204,"North ConcordMartinez Station","3700 Port Chicago Highway, Concord, CA 94520","12th St. Oakland City Center Station","1245 Broadway, Oakland, CA 94612",24.24
1205,"North ConcordMartinez Station","3700 Port Chicago Highway, Concord, CA 94520","16th St. Mission Station","2000 Mission Street, San Francisco, CA 94110",32.97
1206,"North ConcordMartinez Station","3700 Port Chicago Highway, Concord, CA 94520","19th St. Oakland Station","1900 Broadway, Oakland, CA 94612",23.71
1207,"North ConcordMartinez Station","3700 Port Chicago Highway, Concord, CA 94520","24th St. Mission Station","2800 Mission Street, San Francisco, CA 94110",34.11
1208,"North ConcordMartinez Station","3700 Port Chicago Highway, Concord, CA 94520","Ashby Station","3100 Adeline Street, Berkeley, CA 94703",22.47
1209,"North ConcordMartinez Station","3700 Port Chicago Highway, Concord, CA 94520","Balboa Park Station","401 Geneva Avenue, San Francisco, CA 94112",36.72
1210,"North ConcordMartinez Station","3700 Port Chicago Highway, Concord, CA 94520","Bay Fair Station","15242 Hesperian Blvd., San Leandro, CA 94578",37.64
1211,"North ConcordMartinez Station","3700 Port Chicago Highway, Concord, CA 94520","Castro Valley Station","3301 Norbridge Dr., Castro Valley, CA 94546",33.87
1212,"North ConcordMartinez Station","3700 Port Chicago Highway, Concord, CA 94520","Civic CenterUN Plaza Station","1150 Market Street, San Francisco, CA 94102",31.68
1213,"North ConcordMartinez Station","3700 Port Chicago Highway, Concord, CA 94520","ColiseumOakland Airport Station","7200 San Leandro St., Oakland, CA 94621",30.41
1214,"North ConcordMartinez Station","3700 Port Chicago Highway, Concord, CA 94520","Colma Station","365 D Street, Colma, CA 94014",39.69
1215,"North ConcordMartinez Station","3700 Port Chicago Highway, Concord, CA 94520","Concord Station","1451 Oakland Avenue, Concord, CA 94520",2.92
1216,"North ConcordMartinez Station","3700 Port Chicago Highway, Concord, CA 94520","Daly City Station","500 John Daly Blvd., Daly City, CA 94014",38.76
1217,"North ConcordMartinez Station","3700 Port Chicago Highway, Concord, CA 94520","Downtown Berkeley Station","2160 Shattuck Avenue, Berkeley, CA 94704",23.44
1218,"North ConcordMartinez Station","3700 Port Chicago Highway, Concord, CA 94520","DublinPleasanton Station","5801 Owens Dr., Pleasanton, CA 94588",26.73
1219,"North ConcordMartinez Station","3700 Port Chicago Highway, Concord, CA 94520","El Cerrito del Norte Station","6400 Cutting Blvd., El Cerrito, CA 94530",24.11
1220,"North ConcordMartinez Station","3700 Port Chicago Highway, Concord, CA 94520","El Cerrito Plaza Station","6699 Fairmount Avenue, El Cerrito, CA 94530",26.47
1221,"North ConcordMartinez Station","3700 Port Chicago Highway, Concord, CA 94520","Embarcadero Station","298 Market Street, San Francisco, CA 94111",30.94
1222,"North ConcordMartinez Station","3700 Port Chicago Highway, Concord, CA 94520","Fremont Station","2000 BART Way, Fremont, CA 94536",42.29
1223,"North ConcordMartinez Station","3700 Port Chicago Highway, Concord, CA 94520","Fruitvale Station","3401 East 12th Street, Oakland, CA 94601",28.11
1224,"North ConcordMartinez Station","3700 Port Chicago Highway, Concord, CA 94520","Glen Park Station","2901 Diamond Street, San Francisco, CA 94131",35.85
1225,"North ConcordMartinez Station","3700 Port Chicago Highway, Concord, CA 94520","Hayward Station","699 'B' Street, Hayward, CA 94541",35.49
1226,"North ConcordMartinez Station","3700 Port Chicago Highway, Concord, CA 94520","Lafayette Station","3601 Deer Hill Road, Lafayette, CA 94549",12.07
1227,"North ConcordMartinez Station","3700 Port Chicago Highway, Concord, CA 94520","Lake Merritt Station","800 Madison Street, Oakland, CA 94607",25.16
1228,"North ConcordMartinez Station","3700 Port Chicago Highway, Concord, CA 94520","MacArthur Station","555 40th Street, Oakland, CA 94609",22.11
1229,"North ConcordMartinez Station","3700 Port Chicago Highway, Concord, CA 94520","Millbrae Station","200 North Rollins Road, Millbrae, CA 94030",44.44
1230,"North ConcordMartinez Station","3700 Port Chicago Highway, Concord, CA 94520","Montgomery St. Station","598 Market Street, San Francisco, CA 94104",31.41
1231,"North ConcordMartinez Station","3700 Port Chicago Highway, Concord, CA 94520","North Berkeley Station","1750 Sacramento Street, Berkeley, CA 94702",29.09
1232,"North ConcordMartinez Station","3700 Port Chicago Highway, Concord, CA 94520","Orinda Station","11 Camino Pablo, Orinda, CA 94563",16.01
1233,"North ConcordMartinez Station","3700 Port Chicago Highway, Concord, CA 94520","PittsburgBay Point Station","1700 West Leland Road, Pittsburg, CA 94565",5.67
1234,"North ConcordMartinez Station","3700 Port Chicago Highway, Concord, CA 94520","Pleasant HillContra Costa Centre Station","1365 Treat Blvd., Walnut Creek, CA 94597",7.41
1235,"North ConcordMartinez Station","3700 Port Chicago Highway, Concord, CA 94520","Powell St. Station","899 Market Street, San Francisco, CA 94102",31.4
1236,"North ConcordMartinez Station","3700 Port Chicago Highway, Concord, CA 94520","Richmond Station","1700 Nevin Avenue, Richmond, CA 94801",24.42
1237,"North ConcordMartinez Station","3700 Port Chicago Highway, Concord, CA 94520","Rockridge Station","5660 College Avenue, Oakland, CA 94618",20.5
1238,"North ConcordMartinez Station","3700 Port Chicago Highway, Concord, CA 94520","San Bruno Station","1151 Huntington Avenue, San Bruno, CA 94066",43.01
1239,"North ConcordMartinez Station","3700 Port Chicago Highway, Concord, CA 94520","San Francisco Int'l Airport Station","International Terminal, Level 3, San Francisco Int'l Airport, CA 94128",43.91
1240,"North ConcordMartinez Station","3700 Port Chicago Highway, Concord, CA 94520","San Leandro Station","1401 San Leandro Blvd., San Leandro, CA 94577",33.54
1241,"North ConcordMartinez Station","3700 Port Chicago Highway, Concord, CA 94520","South Hayward Station","28601 Dixon Street, Hayward, CA 94544",43.87
1242,"North ConcordMartinez Station","3700 Port Chicago Highway, Concord, CA 94520","South San Francisco Station","1333 Mission Road, South San Francisco, CA 94080",42.34
1243,"North ConcordMartinez Station","3700 Port Chicago Highway, Concord, CA 94520","Union City Station","10 Union Square, Union City, CA 94587",43.69
1244,"North ConcordMartinez Station","3700 Port Chicago Highway, Concord, CA 94520","Walnut Creek Station","200 Ygnacio Valley Road, Walnut Creek, CA 94596",8.75
1245,"North ConcordMartinez Station","3700 Port Chicago Highway, Concord, CA 94520","West DublinPleasanton Station","6501 Golden Gate Drive, Dublin, CA 94568",25.28
1246,"North ConcordMartinez Station","3700 Port Chicago Highway, Concord, CA 94520","West Oakland Station","1451 7th Street, Oakland, CA 94607",25.22
1247,"Orinda Station","11 Camino Pablo, Orinda, CA 94563","12th St. Oakland City Center Station","1245 Broadway, Oakland, CA 94612",9.08
1248,"Orinda Station","11 Camino Pablo, Orinda, CA 94563","16th St. Mission Station","2000 Mission Street, San Francisco, CA 94110",17.81
1249,"Orinda Station","11 Camino Pablo, Orinda, CA 94563","19th St. Oakland Station","1900 Broadway, Oakland, CA 94612",8.56
1250,"Orinda Station","11 Camino Pablo, Orinda, CA 94563","24th St. Mission Station","2800 Mission Street, San Francisco, CA 94110",18.95
1251,"Orinda Station","11 Camino Pablo, Orinda, CA 94563","Ashby Station","3100 Adeline Street, Berkeley, CA 94703",7.32
1252,"Orinda Station","11 Camino Pablo, Orinda, CA 94563","Balboa Park Station","401 Geneva Avenue, San Francisco, CA 94112",21.56
1253,"Orinda Station","11 Camino Pablo, Orinda, CA 94563","Bay Fair Station","15242 Hesperian Blvd., San Leandro, CA 94578",17.51
1254,"Orinda Station","11 Camino Pablo, Orinda, CA 94563","Castro Valley Station","3301 Norbridge Dr., Castro Valley, CA 94546",19.72
1255,"Orinda Station","11 Camino Pablo, Orinda, CA 94563","Civic CenterUN Plaza Station","1150 Market Street, San Francisco, CA 94102",16.53
1256,"Orinda Station","11 Camino Pablo, Orinda, CA 94563","ColiseumOakland Airport Station","7200 San Leandro St., Oakland, CA 94621",15.25
1257,"Orinda Station","11 Camino Pablo, Orinda, CA 94563","Colma Station","365 D Street, Colma, CA 94014",24.54
1258,"Orinda Station","11 Camino Pablo, Orinda, CA 94563","Concord Station","1451 Oakland Avenue, Concord, CA 94520",13.6
1259,"Orinda Station","11 Camino Pablo, Orinda, CA 94563","Daly City Station","500 John Daly Blvd., Daly City, CA 94014",23.6
1260,"Orinda Station","11 Camino Pablo, Orinda, CA 94563","Downtown Berkeley Station","2160 Shattuck Avenue, Berkeley, CA 94704",8.29
1261,"Orinda Station","11 Camino Pablo, Orinda, CA 94563","DublinPleasanton Station","5801 Owens Dr., Pleasanton, CA 94588",24.57
1262,"Orinda Station","11 Camino Pablo, Orinda, CA 94563","El Cerrito del Norte Station","6400 Cutting Blvd., El Cerrito, CA 94530",15.84
1263,"Orinda Station","11 Camino Pablo, Orinda, CA 94563","El Cerrito Plaza Station","6699 Fairmount Avenue, El Cerrito, CA 94530",14.52
